Sentimen,Teks
1,"RT @LoveNiey: Jokowi presd nya ""@Jimie_7: kalo @aniesbaswedan jadi presiden , @jokowi_do2 gubernurnya Jkt, @ridwankamil walikotanya bdg,sy ..."
1,Jokowiii unggul dr survey. Capres!prabowo urutan 2
1,"RT @AnasSuyuti: @mohmahfudmd @MahfudMD_Info Terlalu lebay, aura capres Mahfud MD mulai pudar"" di mata manusia memudar tapi di mata Allah in..."
-1,"Roma Irama jadi capres, JK cuma dijadikan cawapres. Pkb ngelawak nih -____-"
-1,"lagi pilkada jatim, tapi kenapa Jokowi menuhin TL? :d pada takut ya jokowi jd presiden?  | jokowi mmng magnet untuk dibhs selain FPI :)))"
-1,"Jelek! ""@fallenokta: Apa komposisi ini udah bagus; prabowo sbg presiden, jokowi wapres; ahok mjd gub DKI;"""
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
-1,Lbih salah lg klo milih lo RT @farhatabbaslaw: Suatu negara dpt salah memiliki/memilih presiden jk cuma 2 hal saja ! 1) rakyatnya bodoh & mi
1,"RT @oktariands: Jokowi nyapres 2014 OK, tp klo 2019 Hebat. Klo utk 2014 ini bgsny, Mahfud MD Capres, Dahlan Iskan Cawapres. #Pilpres2014"
1,Peserta konvensi diminta berkaca pada JK & Mahfud: Mantan Wakil Presiden Jusuf Kalla dan mantan Ketua Mahkamah
-1,"@farhatabbaslaw om rombongan capres ARB ga bayar es tebu, rakyat dicuekin gitu aja euy.. #EsTebu"
-1,Ruhut TimSes Edi Pramono Yakin Unggul Atas Capres Jokowi @herilatief @KalongMbengi @andi_hpattera @Handoko_SHD @atok_ito @tbayupatti
1,"Rakyat beri amanah lbh besar pd pemilu 2014  ""@RadenAriSuryadi: @HiaPengalaman: Ayok dukung pak jokowi jd presiden @jokowi_do2 @PDIPOnline"""
1,"RT @mutoharamin: +1 ""@fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL."""
1,"Obama pun nggak bisa nyeleseikan mslh itu pak RT @PeterGontha: Angkat tangan deh, mau yang jadi presiden Jokowi atau Oma Irama apa Sule te"
1,RT @despar54: Cuma Capres JOKOWI yg di Ulas NewYork T & Wasington P! Gita W tdk!!  @eddies_song @boyke_bond @wakadol2012 @LowChann @Banawa2...
-1,"Saya pastinya GOLPUT!!  untuk Presiden..Megawati no!, ARB no! Apalagi Dari PKS Pastinya no!!!, Wiranto no juga..tpi layak dicoba Prabowo."
1,"Semua orang tau bahwa Capres Jokowi itu HEBAT dan tak ada tandingannya diNegeri ini, tp akan dicoba Capres dr Poros Tengah 2 yg akan datang"
-1,"Rata2 problemnya itu sih. Lebay n narsis. Gak Mahfud aja. ""@SINDOnews: TERPOPULER: Terlalu lebay, aura capres Mahfud MD mulai pudar"""
1,@ree_ghiena @onetea_potter lebih cocok yg jdi capres jokowi dong :D
-1,kepedean deh @RadioElshinta: Mantan wakil presiden Jusuf Kalla mengaku tidak ada hambatan serius bagi dirinya untuk duet dengan Jokowi pada
-1,"nonton kompas tv, survei ttg partai dan calon capres ! Tokoh yang tidak diinginkan jd presiden >>> Megawati #setujuuuuuu"
-1,"Hatta jg gak bakalan jd capres, Hatta asli aja Wapres apalagi yg palsu ""@TrioMacan2000: G usah dipusingkan, ARB ga bakalan jadi capres hehe"""
-1,"Presiden jk ga ambil tindakan tegas thd gamawan, jgn slhkan jk dianggap mendukung tindakan diskriminasi gamawan ato malah instruksi presiden"
1,"RT @radywae: Mantabbb""@Lagiapabroo: Presiden JOKOWI, wakilnya Bu RISMA"""
-1,"Permisi...bu, apa anakx si p*an gak ambisius jg tuk jd org no 1. :p RT""@kompascom: Banyak yang Ingin Jadi Presiden, Megawati Heran"
1,"RT @ReeyAReey: (Y) RT @fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL."
1,"Jika Presiden, Dahlan Tetap Pakai Sepatu Kets. Cintailah produk Indonesia itu kata pak Dahlan, jempol buat bapak."
1,"RT @17dewikunti: @Prabowo08 presiden, @jokowi_do2 wakil presiden! akn mbwa Indonesia Jaya. Please, think deeply! @Gerindra @PDI_Perjuangan "
-1,"Om itu ava keren gila. pantes nuh jadi penghulu nikahan, jgn jadi presiden, jokowi lebih pantas jd presiden!;$ @farhatabbaslaw"
-1,"GOLKAR ! Daripada ribt dan ribet terus soal capres ARB ayo bikin konvensi terbuka,berani?kalau berani itu baru partainya rakyat."
-1,"RT @RafendraAR: ""Lapindo sdh dnyatakan tdk brslah d pgadilan, jd itu bkn urusan sy"" apa itu jwban sosok calon PRESIDEN? #ARB @yuniche21 #UM..."
1,"jd skenarionya gini. 2014 biar Prabowo jd presiden, Jokowi tetepgubernur. kalo Jakarta berhasil gak usah nunggu 2019 buat gantiin Prabowo"
-1,"@liputan6dotcom kl PDIP masih nyalonin megawati jd capres & jokowi mau nyapres di partai lain, bisa jadi PDIP kalah di pemilu 2014"
1,"RT @Prabowofor2014: Prabowo tidak ngoyo jadi presiden. Prabowo hanya ingin Indonesia merdeka, Indonesia berdikari.#PrabowoPresiden #Gerindr..."
1,RT @alljet99: @jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi Ayo dukung Tim Sukses Gratis jokowi for RI-1 2014 RT
1,Gun2 Heryanto: Capres Jokowi miliki Perilaku & Cara Komunikasi Terbaik! Pram Edi Terburuk @Him_NK @Mbi_Lung @ngobush2 @Big_Iwid @WIROSaBles
-1,Yg jelas bukan capres Jokowi Wannabe :) RT @superSEP7: nah menurut lo yg benar dan bgus utk minpin Indonesia itu siapa? Apa alasannya?
1,"Dngr2 Gerindra & Pdi-p akn joint,dn Prabowo Capres,Jokowi wapres,wah kata teman2 org2 awak di aussie, bguslah itu mmg prlu calon2 yg tegas"
1,@kompascom Prabowo dgn 6 Program Aksinya cukup bagus sbg Presiden. Jokowi jangan diganggu sbg Gubernur DKI. DKi semrawut Indonesia hanyut!
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,Presiden: Prabowo (Beliau akan menjadikan indonesia bermartabat di negri orang).Wapres:Jokowi(Beliau akan mensejahterakan di dalam negri)..
1,"RT @maqbulhalim: Saat Pilgub Sulsel 2013, cagub Ilham Aziz saat itu nyatakan komitmennya usung @JK_Kita sbg capres. #JK"
-1,"Ahok, Calon Wapres dari Capres Jokowi kerjanya cuma mengkritik, bukan urusin masalah banjir di Jakarta? (Asal nanti jangan menyalahka..."
-1,"""@dibayanti: Urus lapindo gak becus,ngemplang pajak, cuma orang gila aja yg setuju ARB jadi presiden"" ARB Kepedeann!"
-1,"RT @sobat_hartanto: ERTe  @vicious_punk: @tar_bi Saya bru akn memilih presiden, jk sdh ada calonnya yg mau menghukum mampus koruptor #Selam..."
-1,"Sipapun pasangannya Jokowi blm pantas jadi Presiden, Jokowi harus selesaikan dulu tugasnya sebagai Gubernur DKI jakarta...!!!"
-1,PPP galang Partai2 Islam Bersatu Lawan Capres Jokowi @YasPyu @doodi_frens @r3tmono @sarah_pnd @PROREPUBLIK @JimGunarso @herilatief
1,"Ya ikut milih dong..ksh suara utk calon yg plg kompetn 2014 @PeterGontha: Angkat tangan deh, mau yang jadi presiden Jokowi atau Oma Irama,,"
1,"RT @SAHABATABRAHAM: Habibie adalh seorang negarawan yg paham konstitusi, ""saya tdk akan maju (capres) jk LPJ saya tdk dterima"". Luar biasa!"
1,Sy pilih Prabowo sbgai presiden & Jokowi sbgai Wakilnya!
-1,Itu realitanya. Tp bukan berarti sy harus setuju dia jadi capres. jokowi janji mau benahi jakarta dalam 5 tahun. Itu janji waktu kampanye
-1,Capres Dahlan iskan mana bener ucapan med ied nya pak hehe
-1,RT @jhony_allien: Omdo RT @despar54 Capres Dahlan Isk: Visi saya Ekonomi Negara RI 10 Besar DiDunia
1,Bapak Presiden Joko Widodo #soon #ComingSoon
1,"Semangat RT @SheenSuper: Saat mendapatkan pertanyaan tentang masalah pertanian, salah satu kandidat capres, Dahlan Iskan mengaku sedih."
-1,Mau keluar rumah udh macet gara2 ada kunjungungan capres arb
-1,"Andai bener Pak Joko Wi nyalon presiden, ARB ngga ada apa2nya.."
1,RT @arief_luarbiasa: @Presiden2014com 2014 pilihannya cuma 2: Pilih Presiden Prabowo atau Pilih Presiden yg sekelas SBY
1,"""@LoveNiey: Jokowi presd nya ""@Jimie_7: kalo @aniesbaswedan jadi presiden , @jokowi_do2 gubernurnya Jkt, bisa jadi kenapa takut!"
1,"Bu #Megawati sini saya bisikin, udah nanti yang jadi capres Jokowi saja ya. Sst,jangan sampai orang lain denger. Ngumpet yuk bisik bisiknya."
1,"RT @rezabungul: Coba saja yg jadi capres Dahlan Iskan, dan wapresnya Jokowi. Mungkin Indonesia bisa lebih baik, (y)"
1,"rakenas PDIP,spanduk dukungan utk capres #Jokowi membentang di luar agenda panitia. mereduksi trah Bung Karno sbagai penerus politik PDIP."
-1,@emerson_yuntho jadi presiden? ARB? Bisa2 semua rakyat indo jadi gayus t.
-1,"RT @BeritaKabar: Jika Maju Jadi Capres, Jokowi akan Bertemu Lawan Berat #Berita #Kabar"
1,RT @Rizqiana313: @iwanfals iya om....Presiden Jokowi pada oktober 2014 nanti... :p *salam buat dek Raya ya om* mksh.
-1,"RT @HalibBalikinz: @sarahbahrii @pkspiyungan @tribunnews : modal jual tampang 'sosial' doang utk jadi capres, Jokowi perlu blajar dari pnga..."
1,"2.Mpr,mau maju malu karena takut dibilang kejar jabatan,sekarang jokowi,dipilih jadi gub dki,harusnya bisa jadi presiden,jokowi masih bisa"
1,"RT @DemiToba: (19/2). Menurutnya, dukungan mahasiswa yang mengalir  tersebut murni untuk calon presiden (capres) ... | Dahlan Iskan Preside"
-1,hahaha die sebok mlas gak :D @RatnaMuzdalifa ha ah ye memang...ngpe tdk presiden jk sxan :D
1,"Asiikk..""@despar54: Forum Vihara &Petani Wonogiri dukung Capres Jokowi @atok_ito @aslich @RandenJoe @Nadrezdbanks @JoeMutalake @aanaccess"""
1,"Dibalik jg posisinya mantap (y) RT @fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL."
1,Calon Besan JK Nongol di Antara Para Elite Parpol: Mantan Wakil Presiden Jusuf Kalla (JK) menjadi magnet bagi para elite partai polit...
1,"Lebih berkarisma dan lebih tegas ga pliya~pliye kaya *#:_:??@JTmor: Kenapa banyak yg dukung Capres Prabowo ya? *mikir keras*"""
1,"Presiden Jokowi + Wakil Bu Risma , dah insyaallah indonesia maju .... #HitamPutihT7"
1,RT @debora_vetra: Padahal bagusan Jokowi RT @JTmor: Kenapa banyak yg dukung Capres Prabowo ya? *mikir keras*
1,"@fadjroeL hidup GOLPUT caleg, coblos capres jokowi"
-1,"@RumahBerita1 saya bukan orng pilitik tpi saya tahu politik klu pak. Jokowo belum pantas, kerna sya yakin dy belum mampu #capres #Jokowi"
-1,Kerabat diupayakan jd pegawai BUMN @despar54: Capres Dahlan: Visi sy Ekonomi RI 10 Besar Dunia @DPP_PD @Khoiri_yay45 @aanaccess @Mbi_Lung
-1,"RT @adamjudge: Semoga PDIP dan Megawati sadar, klo Jokowi masih punya janji untuk jakarta 5 tahun ini. Buktikan dulu 5 tahun, baru bicara p..."
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta..."
1,"RT @elsaadwirasah: Presiden prabowo,wakil jokowi,menteri2 habibie dan orang2 jenius lainnya,nahh,indonesia mungkin bisa maju tuh"
1,Hbd yaa mantan presiden megawati smg pemilu 2014 menang @megayz barakallahu o:)
1,"Aku yakin, duet presiden Mahfud MD dan Jokowi akan angkat harkat martabat bangsa ini ke depan. Yg lain hrs tahu diri dulu dan legowo ajalah."
-1,"presiden di pluto? ""@dukung__JOKOWI: 1 juta relawan,bahkan lebih....siap sukseskan presiden Jokowi di 2014..??  bagaimana dengan anda??!!"""
1,"Pagi pak capres @jokowi_do2, cari lagi Masalah hari ini dan tuntaskan segera! :D"
1,Seadainya 2014 capres jokowi dan cawapres pramono edhie wibowo gw ga bakal golput.
1,RT @Franliiiii: capres ( Prabowo ) and cawapres ( jokowi ) and gubDKI (Ahok) mantap lanjutkan !!! buat pak presiden (SBY) bubarkan saja FPI
-1,"Saya yakin kalau maju jd capres,jokowi bs jd presiden.tp saya kurang yakin kalau dia bisa bkerja maksimal sbgai presiden"
1,"Kalo bisa milih, jokowi presiden, prabowo wakil, indonesia ditangani dengan baik, dan sepertinya kuruptor bakalan ilang, mungkin.."
1,"M.Uqbah A ""@asafarosh: bener kata Pak Habibie. saatnya 40-60 yang jadi presiden. Jokowi, Anies Baswedan, Anis Matta, siapa lagi? :)"""
1,@tribunnews  Rakyat msih milih capres yg merakyat. Pilihan rakyat msih tetp capres Jokowi...
1,"RT @davidridwanbetz: Capres prabowo subianto juga aktif dan kreatif beliau disosial media ""harus didukunglah oleh kader2nya biar laju ""para..."
-1,"RT @JKT2x45: badut bisa jadi presiden @God_Humanistis Gus dur menunjukkan, ulama bs jd presiden, Megawati menunjukkan, wanita bs jd preside"
-1,"O gitu alurnya ""@kokokdirgantoro: Anti klimaks!!! ""@ulinyusron: Jateng lahirkan capres Jokowi, dari Jatim digorenglah Walkot jadi cawapres"
1,Pak jokowi maju teruss jadi teladan untuk pemimpin bangsa yg lain..2014 jokowi presiden!!!@jokowi_do2
1,Pak jokowi maju teruss jadi teladan untuk pemimpin bangsa yg lain..2014 jokowi presiden!!!@jokowi_do2
1,RT @goniktama: DEMI NKRI  mari kita satukan  JOKOWI capres ~ DAHLAN ISKAN cawapres at sebaliknya sama aj...INDONESIA pasti  JAYA...dan meng...
-1,"RT @rielpasser: Jokowi klh gemuk""@JTmor: Kenapa banyak yg dukung Capres Prabowo ya? *mikir keras*"""
-1,"RT @rielpasser: Jokowi klh gemuk""@JTmor: Kenapa banyak yg dukung Capres Prabowo ya? *mikir keras*"""
1,Biarpun ada partai konvrensi untk menjaring capres.. Tapi rakyat akan tetap memilih capres Jokowi 2014.
1,"Untuk capres, jokowi mampu menjd kuda hitam,,,,,"
-1,Cape liat Iklan ARB RT @koeztri: Tdk percaya diri unt naikkan elektbilts capres ARB comot BK diiklannya @KodratArief: Pagi semua @jaripeduli
-1,"saya tidak rela klo skarang jokowi dicalonkn jadi presiden.., jokowi harus benerin jakarta dulu..."
-1,"saya tidak rela klo skarang jokowi dicalonkn jadi presiden.., jokowi harus benerin jakarta dulu..."
1,siapapun orang nya yg ikut konvensi capres PD. @rakyat akan tetap memilih Jokowi. @pokok nya thn 2014 yg jd presiden Jokowi..
1,"Mereka berharap, apabila terpilih sebagai presiden, ARB terus dekat dengan mereka dan membawa Indonesia ke arah lebih baik. #CivicEducation"
1,nol banget otakku buat politik. tp pengennnya anies baswedan jadi presiden. Jokowi nata jakarta dulu.
1,"RT @geidytiara: Tadi yg jadi bahasan, prediksi calon presiden. Jokowi vs gita wiryawan. Kesimpulannya, gita wiryawan bakal banyak dipilih s..."
-1,"@SBYudhoyono @basuki_btp orang2 pada semanget betul dukung jokowi capres,jokowi emoh,emoh opo pura2 emoh..?"
1,"Jokowi presiden, prabowo wapres, ahok gub dki, sby ketua mpr, mega ketua dpr,"
1,RT @WimpyTwitty: @monethamrin saya sangat setuju jikalo memang nantinya Prabowo S sbagai Presiden & Jokowi sbagai Wapresnya. Indonesia akn
-1,Capres Aburizal Bakrie Paling Dibenci Pengguna Sosial Media  @aburizalbakrie @partaigolkar
1,"RT @KholidMusyaddad: @kompascom Saya percaya dengan integritas Beliau.. saya mendukung Mahfud MD jadi presiden.. (Jokowi, Dahlan Iskan, Mah "
-1,"Tadi siang nemenin mama kondangan, eh ketemu pak capres aburizal bakrie._."
1,"Kalau Presiden Jokowi lewat kan ga harus tutup semua arus lagian ga pakai voreder RT@OlgaLy_DIA Siapapun Presiden 2014, tinggalnya HARUS..."
1,@PDI_Perjuangan  @PDI.P capres kn Jokowi sblum pileg. Suara PDI.P bs dpt 30% lebih. Rakyat cuma menunggu capres Jokowi
-1,"Lucu & muak liat iklan capres ARB,."
1,@PTTrakindoUtama BUMN itu sep lab NKRI.Jk Dahlan Iskan berhasil menjadikan BUMN sehat tdk bangkrut pasti jd Presiden.Jk tdk lbh baik mundur
1,"RT @HenryBarus1: RT""@alljet99: @jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi Ayo dukung Tim Sukses Gratis jokowi for RI-1 201..."
-1,RT @budifrans: Demo tolak MissWorld tapi bawa spanduk Capres Wiranto...piye jal
-1,@kompascom PPP cari suara pemilu catut nama capres jokowi.Suryadarma Ali panik!
1,RT @alljet99: @jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi Ayo dukung Tim Sukses Gratis jokowi for RI-1 2014 RT
-1,"Gak laku, sdh sering kami kultwit, cek fav deh ""@sehatsinergis: Bung @TrioMacan2000, apa pendapat anda dengan Capres ARB? TKS"""
-1,"RT @despar54: Charta Politika: Ical cuma ""underdog"" tak akan mampu bersaing dengan capres Prabowo JokoWi @kalamanaya @HelmiHelmimoze @po_he..."
-1,"RT @adamjudge: Semoga PDIP dan Megawati sadar, klo Jokowi masih punya janji untuk jakarta 5 tahun ini. Buktikan dulu 5 tahun, baru bicara p..."
1,"Allahu Akbar kl terjadi""@AnugrahRiko: Dream Team : Presiden Jokowi,Wakil Abraham Samad, gubernur DKI Ahok. Koruptor pd tobat jd guru ngaji."""
-1,"@TheComment_NET Hi #mynameis Bakrie / Capres? ARB? / No,my first name tlong bwain minum pakai BAKRIE @imamdarto @danangpostman #50"
1,RT @arief_luarbiasa: @Presiden2014com 2014 pilihannya cuma 2: Pilih Presiden Prabowo atau Pilih Presiden yg sekelas SBY
1,#TuitSemarang Golkar Pastikan Tetap Usung Capres ARB #Semarang #Tuit
1,"bersama Dahlan Iskan dan TB Silalahi.  Hari ini, Rabu (19/2/2014), Enrekang sedang bersiap menyambut Presiden ... | Dahlan Iskan  3/14"
1,@jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi siapa lg yg mau gabung untuk jadi Tim Sukses Gratis jokowi for RI-1 2014
1,"RT @Prabowofor2014: Prabowo tidak ngoyo jadi presiden. Prabowo hanya ingin Indonesia merdeka, Indonesia berdikari.#PrabowoPresiden #Gerindr..."
1,"RT @Jimie_7: kalo @aniesbaswedan jadi presiden , @jokowi_do2 gubernurnya Jkt, @ridwankamil walikotanya bdg,sy rasa kita pantas optimis sama..."
1,B.J. Habibie jadi #presiden. Jokowi jadi #wakilpresiden. keren kayaknya
1,@PRFMnews presiden Prabowo dengan wakil Sutiyoso . Prabowo mempunyai ketangguhan dan ketegasan. Sutiyoso penopang untuk Prabowo
1,RT @alfretstuerah: Hoy sby sebersi jo samua supaya the next presiden prabowo shs sonyanda mobasusah mokuasay 3 dunia.
-1,"RT @Bemz_Q: Kalau aku jadi Presiden, Jokowi aku jadikan Menteri Koordinator Blusukan."
-1,"RT @partnerincrime3: Biarkan sajanokta: Apa komposisi ini udah bagus; prabowo sbg presiden, jokowi wapres; ahok mjd gub DKI;"""
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,"Presiden:;Jokowi,Wakil:Risma,mendagri:Ahok#saverisma"
-1,@emerson_yuntho seruan es tebu yang lupa dibayar ama capres ARB hahah
-1,#Ngik! RT @Alang_Babega_: Kemaruk dan rakus betul RT @Reiza_Patters: Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden!
-1,"RT @inksteve: Saya pastinya GOLPUT!!  untuk Presiden..Megawati no!, ARB no! Apalagi Dari PKS Pastinya no!!!, Wiranto no juga..tpi layak dic..."
-1,"Ngimpi kli , penjaga palang tol boleh jg ""@despar54: Capres Dahlan Isk: Visi RI 10 Besar DiDunia @liriksoe @BukanPejabat_ @Him_NK @masbedjo"
-1,"RT @triskimya: lagi pilkada jatim, tapi kenapa Jokowi menuhin TL? :d pada takut ya jokowi jd presiden?  | jokowi mmng magnet untuk dibhs selai "
-1,"Dulu wartawan menyebutnya berita ala Terbit,kalau sekarang ala RM ""@nukman: wartawan: bu Risma cocok jadi presiden? | Jokowi: cocok,cocok..."
1,"RT @Fakhmuda: Presiden @jokowi_do2 wakil @aniesbaswedan ,mentri agama komarudin, mentri dalam negeri tri rismawati, mentri daerah tertingga "
1,"RT @khumairahsamsir: Andaikan jokowi jd presiden, jusuf kalla jd wakilnya.. Makmurmi mungkin indonesia :D"
1,"Presiden prabowo,wakil jokowi,menteri2 habibie dan orang2 jenius lainnya,nahh,indonesia mungkin bisa maju tuh"
1,Kalo gue disuruh milih siapa pemimpin yg saat ini paling tepat utk Indonesia adalah Prabowo (Presiden) & Jokowi (Wapres).
-1,"Bukan dari PKB.Imin sdh pilih Rhoma Irama utk capres.Mahfud MD dibuang PKB,""@WoolseyChinnpzv: Siap Nyapres, Mahfud Mulai Keliling Indonesia"
1,@Agus_Mulyadi  Betul mas Brooo.. Suara PDI.P bs 70% lebih.. Dr sabang smpai merauke Yg d tunggu2 cuma capres Jokowi Angka golput bs brkurang
1,RT @taufikh_07: Begitu juga dengan pemilihan presiden..dahlan iskan dan anies baswedan mrupakan calon presiden yg menarik..dibwhnya ada git
1,"RT @TuitIndonesia: #TuitIndonesia Jokowi Diusung Sebagai Capres, JK Belum Mau Banyak Komentar #Indonesia #Tuit"
1,"Mau mikir mau enggak, mau dicalonin mau enggak, pokoknya Capres Jokowi !!, mau jadi mau enggak, nggak mikir nggak mikir."
-1,"Kalau capres wiranto beda lagi ngomong dan statemenya banyak yg enggak jelas ""menyeret2 nama setan dan jualan pembersih toilet partai"""
1,Kyknya bgs juga kombinasi Capres Jokowi & Cawapres Puan Maharani. Ideal bgt sbg pasangan kaum muda. #dukung
1,"tinkat survei ., capres jokowi masih peringkat teratas"
1,"Hrsnya PDIP capreskan ybs ""@despar54: 10 Lembg Survey: Capres Jokowi Suara 60%! 11 Capres Konvensi PD dibawah 2% @andesh_  @iwands71"""
-1,"""kalau saya terpilih, biaya sekolah gratis"" kata iklan capres ARB.. Lahh, APBN pendidikan ud 20%, kl ga gratis justru aneh kan....?"
-1,#NewsUpdate #Jokowi Rakernas PAN Tidak Bahas Pencalonan Presiden Hatta Rajasa
1,@SBYudhoyono wuih ada presiden jokowi..mantap..itu yg berdiri di atas mimbar sypa yah?????
1,JK: Jokowi layak jadi presiden jika berhasil pimpin Jakarta: Mantan Wakil Presiden Jusuf Kalla (JK) menilai seorang
1,"Sy kira setelah 2x masa kepemerintahan Presiden Jokowi,Indonesia layak & siap dipimpin Presiden Ahok (tweet saya tahun 2024)"
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,"#eeaaa RT @aspin4565: Lagi musim pake for..for..for.., | BBM For Android | Jokowi For Presiden | Jokowi For Android *digetok Jasmev"
-1,Lihat saja bgm kasus lumpur lapindo yg menyeret nama capres aburizal bakrie yg tidak pernah usai kapan pulihnya di tengah2 publik ?
1,Duet capres jokowi dan bu risma paling ditunggu~
1,"Capres ARB. cawapres SURYA PALOH RT @indopolitica Jadi, siapa capres idaman Anda?"
-1,@tribunnews @kp2000_teguh . Hanya ORANG yg WARAS menghindar jd PRESIDEN jk mental bangsa msh seperti ini
1,"Merinding nggak sih kalo punya presiden Jokowi, wapresnya Bu Risma..."
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,"RT @anitha_rhieza: Karena dibandingkan dengan capres lain saya rasa Prabowo yg lebih baik""@JTmor: Kenapa banyak yg dukung Capres Prabowo ya"
-1,RT @budifrans: Demo tolak MissWorld tapi bawa spanduk Capres Wiranto...piye jal
1,"LOL""@aspin4565: Lagi musim pake for..for..for.., | BBM For Android | Jokowi For Presiden | Jokowi For Android *digetok Jasmev"""
-1,RT @warungsego: Jd kmaren fpi demo ke mnc buat nolak capres wiranto-Hary tanoe. tp itu pasti dg maksud menciptakan simpati org thdp psgn tsb
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,Pasangan yg cocok buat Capres: Prabowo Wapres: Jokowi..... Mereka memiliki kriteria yg sama..... Buat yg setuju bolek retwet
-1,@DianSry_  bah cilaka 12 Indonesia klo f*rhat jd presiden. ARB dong \m/
1,"Semangat perjuangan, Merdeka ""@KodratArief: Slm Perjuangan Pro Jokowi RI 1 ""@despar54: Forum Vihara &Petani Wonogiri dukung Capres Jokowi"
-1,"RT @RafendraAR: ""Lapindo sdh dnyatakan tdk brslah d pgadilan, jd itu bkn urusan sy"" apa itu jwban sosok calon PRESIDEN? #ARB @yuniche21 #UM..."
-1,Tu calon Presiden Wiranto ama calon wakilnya ikut main sinetron #rcti
-1,"RT @TuitIndonesia: #TuitIndonesia Jadi Calon Presiden, Prabowo Dijegal Koruptor #Indonesia #Tuit"
-1,RT @thhadad: Calon presiden Wiranto dan wapres Harry Tanoe duduk paling depan. Kira2 dapat berapa persen nih?
-1,"RT @Mico_Ardian: Yg lain bikin masalah, boleh nyalon presiden. Jokowi suruh nyelesaiin masalah dulu baru boleh nyalon presiden. Njenengan s..."
-1,Bursa Capres : ARB no mslh kecil aja g bs selesei apalagi negara.JOKOWI blm wktnya.PRABOWO yes tp...WIRANTO blh jg tp
-1,Bursa Capres : ARB no mslh kecil aja g bs selesei apalagi negara.JOKOWI blm wktnya.PRABOWO yes tp...WIRANTO blh jg tp
1,LPSI: Capres Hatta R paling top dr Parpol Islam @lesmana_sofyan @kalamanaya @alana_karolina @haman_1 @hen_p_astoro @alankomar2 @erlangga_id
1,@monethamrin saya sangat setuju jikalo memang nantinya Prabowo S sbagai Presiden & Jokowi sbagai Wapresnya. Indonesia akn lebih berwibawa!!!
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
-1,"RT @Manokwari2: 2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjad..."
-1,Baru tau waktu jadi presiden Megawati pake peci bhuahahaha......
1,"2013Komite Konvensi Capres Partai Demokrat menemui Mantan Wakil Presiden Jusuf Kalla di kediamannya, Jalan Brawijaya, Jakarta Selatan..."
1,Gun2 Heryanto: Capres Jokowi miliki Perilaku & Cara Komunikasi Terbaik! Pram Edi Terburuk @BasitGaul @faridelwijdan @Yas_Pyu @TSudarwantoPol
-1,Kalau partai berlambang pohon beringin itu ingin eksis dipilpres 2014 maka pikirkan ulang capres ARB untuk 2014. karena beliau tdk kompeten!
-1,"RT @aldila_jpg: hhmmm bahkan acara sekaliber Miss World pun disusupi aroma kampanye capres Wiranto - Hary Tanoe, this is Indonesia !"
1,"RT @dirusak: Dahlan iskan, nyalon capres, jokowi juga. Kalo mereka jadi satu tim mah, baahh!! This Is Indonesiaa!!"
-1,"Kalo Mbah jadi Presiden,..Hatta Rajasa Mbah suruh ke Salon buat nyemir rambutnya... Tengil banget liatnya."
