Sentimen,Teks
1,"Sangat sangat membantu, dan aplikasi yang luar biasa bagusnya.. Perbanyak promo lagi ya"
-1,"sayang merchantnya gak banyak di tempat saya, cuma ada kfc dan mcd"
-1,"Perluas kategori untuk dana bisnisnya, supaya usaha lembaga pendidikan juga bisa menggunakan dana bisnis"
-1,pembayaran air selalu tdk bisa.. keterangannya selalu sibuk. Mungkin ada solusi?
1,Hallo im from Indonesia aku suka aplikasi ini hanya itu saja dari aku karna aplikasi ini sangat bagus
1,"good apps. makan, nonton, beli pulsa. banyak diskonnya. Bisa tarik dana dan transfer dana ke bank tanpa biaya transfer."
1,terima kasih DANA kini saya menjadi hemat waktu tidak usah repot bawa uang
-1,Susah proses pembayaran dgn scan sudah coba 5x denngan 2 HP ttp gagal
1,Promonya buanyak. Cuma belum terbiasa krn User Interface kurang bersahabat. Keep up Dana!
-1,Baru mw daftar ulang system down tulisanny. Males
-1,"apaan cashback, saya dua kali ga dapet tuh"
1,"mantap. banyak promo nya. edited : transaksi di Roti O hanya bisa pakai saldo dana, ga bisa pakai kartu kredit yg terdaftar. kejadian di Roti O terminal 3 Soeta 28 Juli 2019 dan Roti O stasiun Manggarai 9 Agustus 2019 Aplikasi nya bagus, CS nya ga bagus, butuh waktu seminggu lebih dengan tiap hari t...Full Review"
1,The best promonya utk saat ini!
-1,info event apapun di DANA penjelasannya Gapernah lengkap. Cashback 100% katanya Kopi Kulo juga. Nyatanya cuma Kulo jabodetabek dan bandung doang. Trus voucher login perdana dari dana 25ribu hilang juga setelah make sekali buat pembayaran pdhal juga lagi ada promo 25ribu dari DANA. Berarti voucher lo...Full Review
1,Mudah pemakaiannya. Banyak promo dan diskonnya. Semoga tambah banyak merchant yang diajak kerjasama. Semoga tetap dipertahankan.
-1,Akan lebih baik bila bukti pembayaran dpt di email spt aplikasi lainnya.
1,"Cara pakai mudah, instrukai jelas untuk saya yang baru coba aplikasi ini"
-1,Gagal kfc jd bayar cash saldo masih cukup
1,"tiket 1566600, ok masalah sudah selesai"
1,Promonya mantapppp lebih oke daripada e-wallet lainnya. Maju trus DANA!
1,Banyak promo2 utk pembayaran tagihan listrik & internet. Juga kalau beli pulsa. Mantul deh..
1,Semoga lebih baik lagi dan lebih banyak pembayaran ditempat lain maupun top up menggunakan bank daerah
1,Tenkyu buat berbagai promo menarik yang diberikan serta mudahnya penggunaan aplikasi kalian :)
-1,Alangkah baiknya kalo dana ada fitur tambahan untuk transfer beda bank tanpa admin ????????????
1,Lumayan... Tp krn gw tinggal di kampung hanya di pake buat bayar bl atau beli pulsa n token
1,"Mudah digunakan, menu cukup sederhana, dan tinggal tap ga tergantung sinyal HP."
-1,Beli pulsa gk Ada cashback. Promo byk tp gk ada bukti. Dipake promonya tp gk berlaku. Tks
-1,"TRANSFER TIDAK DITERUKAN KE REKENING DI TUJU, SALDO TIDAK DI KEMBALIKAN DENGAN SEGERA !!! Sampai 5 hari belum solve juga, apa sulit nya mengembalikan saldo nasabah yg transaksi nya tidak di teruskan, saya tunggu penyelesaian nya hari ini sebelum saya BAP kan."
1,"pertama install, belum isi saldo, eh dapet voucher pulsa sampe Rp 35k ??"
-1,Kesal sama app pembayaran ini. Cashback tdk ada yg masuk. Customer support tidak mau balas email. Sdh 3 mgg komen di help message dibaca saja tdk! Pas telp blg suruh upgrade premium baru cashbavk dibalikin. Eh Upgrade premium berbelit2. Sdh berhasil premium eh tetap saja cashback ditahan tdk dibalik...Full Review
1,"Mudah di gunakan, aktivitas pembayaran nyaman dan aman tanpa ribet hihi"
1,"Gampang digunakan, gampang top up, informasi yg diberikan jelas, banyak promo. Very very good app."
1,Suka bgt pake dana! Tapi diskon dari dana udah gak sebanyak dulu.
1,berguna bgt untuk zaman skrng² ini. Terima kasih Team DANA
1,Ok bgt suka ktna banyak cashback. Swring sering aja y hehe
-1,Masih kurang dalam keamanan akun dan promo yang sering ga sesuai.
1,Bagus pembayaran bisa pake cc jadi gak perlu bawa kartu banyak2.
-1,Dulu mah dapet token masih dpt hadiah. Skrg mah token nya ZONK terus. Payah
-1,Katanya disc 100% tapi kok saldonya kepotong yah
-1,Payah promo nya ada cashback sampe tgl 8.. gw transaksi malah kepotong.nuub
-1,Udah topup eh gabisa dipake bayar pas lagi di kfc nyebelin
-1,Kok gak bisa discroll ya mbak/mas?? Mau nyairin duit jadi kehambat ??
-1,Agak ragu taruh data kartu debit..Sebaiknya jangan taruh...kecuali punya keyakinan besar
-1,baru pertama pakai udah ribet... cashback sampe 2 minggu ga ada kabar... cuma disuruh menunggu... parah....
-1,"kasih promo tp jaringan bermasalah, alhasil bayar pakai tunai. payah"
1,memudahkan segala urusan transaksi keuangan saya bahkan ke hal remeh.
1,"Masukin pembayaran cicilan kredivo donk!! Mantaf, praktis dan banyak discount."
1,Untuk isi pulsa oke.. belum di coba untuk transaksi yang lainnya
-1,UI masih cukup sulit digunakan. Padahal sudah seminggu pakai aplikasi ini.
1,Banyak promo. Pemakaian mudah. Tolong tambah fitur pengganti pin jadi fingerprint
1,"masukkan kode referral ""caUMS8"" untuk mendapatkan keuntungan lebih. Aplikasi bagus. Banyak cashback."
-1,"setelah saya datang ternyata DANA masih belum berlaku dioutlet tersebut padahal jelas"" tulisan diaplikasi dana outlet tersebut sudah memiliki DANA"
-1,"Aplikasi gak beres, gak ada cash back seperti yg dijanjikan. Nyampah"
1,banyak promonya. dulu benci sekarang suka
-1,10x pake 9 gagal.. 1x berhasil.. harusnya bintangnya 1/2 si.. cmn ya sudah la.. kasi 1 aja..
1,"Ok, bonus dan promonya di perbanyak ya, akan saya tambah lagi"
1,seneng banget bisa bayar pake debit jadi gaperlu repot2 topup
1,Mudah digunakan hanya perlu diperbanyak untuk merchant yang bekerja samanya
-1,Hmmm ga tau knpa setiap muter selalu dapat zonk..
1,Ngga paham lagi gua.dana bikin aku yg lagi kere bisa makan enak:'))
1,Aplikasi e-wallet terbaik sih yg bener menguntungkan pengguna.
1,"Gw suka banget pakai dana, gampang pakainya, dan banyak diskonnya."
1,"Sangat cepat dan mudah, cashbacknya juga mantap. Terima kasih dana."
1,Banyak cashback sama voucher. Sukak. Perbanyak mitra outletnya yaaaa hehe
1,Bayar tagihan dapat diskon. Makan juga sering promo. Dana keren ??
1,Super nyaman pake appsnya dan selalu banyak promo.. thanks dana
1,Sangat membantu untuk transfer2 uang karena bebas biaya transfer
-1,Banyak promo cashback tapi hanya tipuan belaka
-1,Spin and win nya kenapa selalu dapet zonk mulu dah
1,Memudahkn transaksi tanpa harus bawa² uang cash lagi
1,Terima kasih untuk semua bonus yg telah saya dapatkan
1,"Promo 100% mantap, udh bisa bayar ke superindo juga"
1,"Sejauh ini semua transaksi aman dan lancar, dan banyak promo2"
-1,Bisakah dikasih pin saat membuka app ini?
-1,gara2 lu duit gw ga bisa di ambil di bukalapak
1,"Keren. Baru daftar udah banyak dapet voucher, banyak gratisan, banyak promo. Mantap pokoknya."
1,Respon time start & pembayaran paling cepat dibandingkan ovo & go-pay
1,Sangat membantu dalam melakukan pembayaran dimana saja dan kapan saja
1,Sangat praktis dan mudah. Membantu orang2 yg mobilitasnya tinggi..
1,Mudah pakainya dan banyak cashback menarik. Thanks DANA!
-1,Gimana nih kok dana surprize nya gk bisa dimainkan?
1,Memudahkan banget buat transaksi dan bayar iuran sehari2!
-1,"Kok dipot 11 rb , hrs cuman 1rb , khan gratis 35 rb"
-1,"Mau ganti nomer hangus tidak bisa sudah mengirim persyaratan ganti nomer tidak digubris sama sekali, tidak profesional"
-1,tidak bisa buat transfer gimana sih ya hhhmmm
1,Keren pokoknya.. Jadi lebih suka pake ini dibanding ovo
-1,Ketika ada promo malah eror tidak bisa digunakan
1,Transfer dana Lebih mudah dari ATM maupun MBanking
-1,"Sering gak dpt cashback atau voucher, overall mantap"
1,Proses pembayaran dan isi ulang dari BCA cepat
1,Status pembayaran selesai tolong di buat katagori dong
1,"nice app, 2019gantidompet dah kalo udah keren gini app-nya, sukses terus Dana"
1,"Banyak promo menarik, tambah lagi merchant nya yaa"
1,Aplikasi buat emosi. Registrasi gagal terus. Mending pakek ovo
1,"Dompet Digital ku dan penuh promo,makasih dana"
1,Aplikasi yang sangat keren dan yang penting banyak promonya.
1,"Juara pisan ieu aslina, loba diskonan bray ahahaha"
-1,"Voucher jangan pelit2 dong, game terus dapetnya wkwkwkkw"
1,"Aplikasi yg sgt bagus,semua jd lebih mudah"
-1,"Sering transaksi, sering jg ga dpt voucher ?????"
1,"Wow DANA keren, banyak promonya dan gak buat kantong jebol ??????"
1,Sering2 yaakn cashback nya hehe.. tapi untuk penggunaanya sndri puas..
-1,Fitur Play dana surprize cara pakainya bagaimana ya?
-1,Gimana mau gunain? Login aja masalah network terus
1,"Cukup banyak promo menarik, terutama voucher game!"
1,"Udah banyak perbaikan dana, good, promo dan cashback juga udah semakin banyak. Tks dana."
-1,sayang nilai voucher 5000 suka menghilang
1,"Memudahkan transaksi, user experincenya juga enak. Kerenlah"
1,Ya saya dapet gratisan jadi bintang 5
1,"Mantap, service nya mudah mudahan makin meningkat"
1,Pembayaran jadi mudah dan banyak promo menarik
1,Banyakin promo dan tanggal expirednya di perpanjang.
1,Seneng dpt voucer potongan terus thx dana
1,Ok dan sebaiknya jangan join dgn ovo
1,beli pulsa murah ga perlu jalan lagi
-1,APLIKASI SANGAT BURUK YG MAKSA NYURI DATA PENGGUNA..
1,Banyakin diskon tuk isi pulsa dong. Hehehe
1,Aplikasi oke untuk cashless. Banyak promo nya
1,Mudah.. Mudah-mudahan gak sering2eror kalo lg banyak promo
1,"Banyak cashbacknya. Sangat membantu, terima kasih dana??"
-1,"Gara multiple binding, jadi tidak bisa transaksi."
1,"mantap, buat beli pulsa, bayar tagihan, dan jajan makanan & minuman"
1,"Banyak bonus dan voucher nya, mudah transaksi nya"
1,"Mudah digunakan, isi ulang tanpa biaya tambahan. ??"
1,Sukaa sam aplikasi ini...bikin ga repot bawa2 duit
1,Sering2 promonya krn guna bgt buat anak kost!!!
1,"Love it....banyak promo, easy to use, bisa tranfer dan pake belanja di bukalapak"
1,"Enakkk pake dana, gampang bgt ga ribettttt banyak voucherr ??????"
1,Good apps walaupun terpakai saat mau nonton dan makan kfc aja.
1,Gampang dan bisa pakai kartu kredit
-1,Tidak dapat cashback cuma php aja
1,"Banyak promo .. user interface friendly banget .. sering"" aja adain promo gini .."
1,"Banyak diskonannya, semoga terus memberi diskon"
1,terima kasih sudah memberikan banyak diskon
1,Mudah dan cepat untuk segala transaksi
1,Masukan kode blXiB4 langsung dapat 50k
1,Sangat berguna bagi sobat² misqueen
1,"Promonya banyak, ga ribet ngitung point2an"
1,Jd lebih praktis dan sangat membantu ??
1,Mantaaap. Sangat terbantu dan banyak promo menarikkk..
-1,Tidak ada cashback!!! Penipuan aplikasi
1,Banyak gratisnya.. aplikasi anak muda banget.. gak pake lama
-1,"App abal2, g ada biometric, cm pake pin"
1,"asyik bnget,belanja dpt chasback terus"
1,Aplikasi yang sangat berguna dan mudah digunakan????
1,Bagus dan unik cara bayarnya. Mantap
-1,Kecewa cashbacknya dua kali gamasuk
1,Bagus. Bonus2 nya bisa di cashout
1,promo pulsa dan listriknya tolong dibanuakin ya ????
1,"Sangat berguna aplikasinya, sangat menyukai!"
1,Terima kasih sudah selalu memberikan diskon untukku dana ??????
1,Banyak promo nya ak suka!
-1,"Pilihan top-up game dikit banget, kalah sama yg lain"
1,"Makasih, bisa nonton murah, dan jajan gratis"
1,mantab Voucher'nya makin banyak untungLah pokokNya
1,Banyak banget cashback 50% dan 100%. Mantap!
-1,"Scan susah, mungkin wifi nya masalah."
1,Promo diskon paling besar ya dana & mudah pemakaiannya. Good job!
-1,Surprise ga bisa dibuka min.. Nyesel update :(
1,banyak promo dan simpel sekali
1,Banyak promo dan mudah digunakan
1,Cara cerdas gantikan uang kertas
1,asik pake dana banyak promoo
1,"Banyak voucher bnyak untung, mantap"
1,Bagus aplikasinya dan sangat membantu
-1,Spin tp selalu dapat zonk
1,"mantap, praktis dan banyak promonyaa"
-1,semakin banyakin dong merchant nya
1,Mantep paling berani buat diskonya ??
1,Aku suka ketika ada promo
1,Sering2 aja cashback. Makasih banyak
1,Pertahankan dan tingkatkan terus please
-1,Kurang ada promo di toko2
-1,"Komplen tidak Ada balasannya, payah"
1,interface nya ramah dan praktis
1,Cash backnya yg gede dong
1,Sukak sama ni aplikasi pokoknaaa
1,"Mudah banget penggunaan nya, praktis"
1,"Bayar bayaran jadi gampanng, mantull"
1,Gilak hampir dapet cashback mlulu
1,"Mantap, transfer jadi lebih mudah"
1,Lumayan bisa dapet cashback 100%
1,"Sangat membantu, terima kasih DANA"
1,Sangat membantu. Terima kasih dana
1,Perpanjang plisss Cashback 100%nya
-1,"Beli pulsa, ngga nyampe2 pulsanya"
1,mempermudah pembayaran dan banyak casback nya????
-1,Sayang blm bisa kartu kredit.
1,Perbanyak promo.. kalahkan ovo dan gopay
1,Gampang n bnyk promo. Mantapp
1,Praktis tinggal scan code aja.
1,Selalu lancar pake dana.. Aman lagi
1,Baru coba dana. Keren nih
-1,Tmbh promo lgi kek dulu.
1,bagus... mantab promo nya. transfer ke semua bank gratiss...
1,"Mudah ,, Nyaman ,, Banyak Promo ,, ?????? Tingkatkan lagi pelayanannya.. Sukses terus buat DANA."
1,"Sangat praktis, cocok buat saya."
-1,Dana sekarang Zonk ??
1,Terimakasih cashback 100% nyaaaa
1,"keren tampilannya, responnya cepat"
1,"Keren, pertahankan banyak promonya"
1,"Bagus,sering2 ya cashback nya??"
-1,Apa bisa cetak struk transaksi?
1,Promonya banyak. Penggunaannya mudah ??
1,Mantabbb sering2 vocer nya ??
-1,Cashback ga masuk.
1,Penggunaannya mudah. Banyak keuntungannya. Banyak promonya..
1,"Mantab banyak promo, ashoy"
1,Banyak diskon makanan enak.
1,Keren...bener2 menganti kan dompet fisik
1,Dompet digital yg mudah ??
1,buanyaaak banget untungnya pake DANA??trm ksh....
1,mudah cepat dan aman
1,Fitur pembayaran lumayan komplit
1,Mantaaaaap banyak bonus nya
1,EMONEY FAVORITKU AKHIR2 INII
-1,Lebih besar lagi vouchernya
1,Oke banget ini dana
-1,Merchant2nya suka ga bisa
1,Di traktir mulu hehe
1,Semoga Promo terus ada
1,Transaksi jd super cepat
1,Ok banget diskon nya
1,Sejauh ini lmyn lahhh
1,Mantap makan diskon terus
1,Mudah dan banyak promonya
-1,Saya tidak dapat cashback
1,Mantapp perbanyak promonya min
1,Banyak promo dan diskon
1,Banyak manfaat daripada mudaratnya
1,Aplikasi yang sangat bagus
1,Bagus Dan cepat digunakan
-1,Banyakin promo nya ya
-1,Tolong Tingkatkan sistem keamanannya
-1,Enak bisa palai kartu
1,Super untung praktis juga
1,karena premium saya suka
-1,Ganti device gak dapet promo lagi.. payahhhhh...
1,Mudah dan cepat. Cashback banyak.
1,Puas bngt sama dana
1,Mantap lah Dana !!
1,"Keren, banyak promo serunya."
1,Memudahkan pembayaran..sangat membantu
-1,Ga bisa add card... Uda coba 3 kartu..
1,banyak banyak kasih promo ya
1,Sangat membantu.bnyak promonya jug??
1,banyak vouchernya. cepat transaksinya.
-1,No Cashback!!!
1,Promo nya mantap!!!
1,Nyaman... Kirim uang makan buat anak jadi gampang....
1,Banyak promonya..tambah lagi ya??
1,banyak banget promonyaaaa!!!
1,Promonya bikin menegangkan ????
1,Trima kasih ..banyak diskonnya
-1,Jangannsampe dibeli ovo!!!! Teruskan dana!!!!
1,"Banyak diskonnya, mantaaap."
1,"Menguntungkan, banyak promooo"
1,"Aplikasinya bagus, banyak bonus :)"
1,"Mantab betul,banyak banget promonya..."
-1,Tingkatkan lagi promonya.
1,"Banyak promonya , mantap ??"
1,Aplikasi pulsa termurah ??
1,"Sukaaaa, banyak cashback??"
1,Suka bgt sama promonyaa ??
1,hemat banyaaakk.. makaci Dana ??
1,Masih banyak cashback ??
1,Mantaap. Banyak bonusnya
-1,"Baru pertama kali coba pakai aplikasi dana, katanya kalo isi token pln tanpa kode promo akan dapatkan voucher 50% max 25rb utk pembelian ke dua. Ternyata ga ada tuh. Ga dapat apa2. Gimana mau terus dipakai aplikasi dananya? Hmm... Hari ini coba pakai lagi di KFC. Supermaket Chandra cabang telukbetun...Full Review"
-1,"UPDATE 2 : TERIMA KASIH BANYAK. CASHBACK YANG TIDAK SAYA TERIMA ITU ANGGAP SEDEKAH UNTUK PERBAIKAN PELAYANAN ANDA. UNINSTALL DULU YA. PROMO CASHBACK TIDAK DITERIMA. SETELAH EMAIL CUSTOMER CARE BALASANNYA ADA PELANGGARAN PROMO DIMANA AKUN SAYA TERLOGIN DI HP LAIN, PADAHAL NO HP DAN HP YANG SAYA PAKAI...Full Review"
-1,"Beli pakai dana, lalu gak dapat cashback 50%, pdahal merchantnya ada tulis cashback 50%... Coba hubungi customer service, customer servicenya bales lewat email dan gak bisa solve problem gua dalam 1x24 jam...."
-1,Penyelesaian masalah bertele-tele. Telepon ke CS selalu dapat jawaban yang sama. Uang saya yang nggak sedikit nyangkut di sistem terlalu lama untuk waktu hampir 4 hari. Berasa jadi pengemis buat minta uang sendiri. Jangan tergiur cashback atau diskon ini itu. Omong kosong kalau ada masalah kaya gini...Full Review
-1,"Bad app, Cashback tidak diberikan dipaksa utk upgrade memjadi premium baru cashback akan diberikan, app pemaksaan padahal sy hanya menanyakan cashback sy promo dana yg regular, cs mengatakan kalau mau cashback HARUS UPGRADE dng memasukan no ktp kk, dan foto diri....app ANEH cashback uang kecil aj ti...Full Review"
-1,"Cashback ngga dapet dituduh login 2 akun padahal ngga sama sekali. Banyak voucher yg ngga bisa dipake yang akhirnya pada hangus. Kalo ada masalah uang pending, refund uangnya sampe berminggu2. Respon CS nya juga lamaaaa banget haduh"
-1,aplikasi aneh uda update terbaru tapi ttep error gadapet cashback padahal belum pernah pake transaksi
-1,"Awal sih ok lancar dpt cashback, belakangan dah sering ga dpt cashback nya. Komplen disuruh regist ke premium user, padahal tidak ada niat sama sekali untuk ke premium user. Yowis dah habisin dana yg tersisa dl sebelum uninstall..."
-1,"ga usah promo kalau kasih cashback tunggu complaint, GA NIAT! #GantiGOPAYsaja #UninstallDANAribet"
-1,Aplikasi BRENGSEK.! Promo cashback pulsa dan tagihan sering bohong.!! Lalu mau klaim malah dipaksa akun premium. Promo aja Bohong apalagi Ktp mudah diselewengkan.!! Ktp hnya digunakan utk hal2 yg jujur bukan Dusta.! Hati2 sama eWallet ini terlalu bnyk KEBOHONGAN. Lebih baik OVO atau GOPAY Jgn mau ka...Full Review
-1,"Bad experience using Dana. ""Ganti dompet"" ya lebih baik ganti dompet elektronik selain dana, soalnya sering terjadi tidak mendapatkan cashback, voucher tidak bisa dipakai, customer care yang tidak 'care', masa kita chat/email tidak dibalas balas, sekalipun dibalas bisa berhari-hari dan jawabannya ti...Full Review"
-1,"sdh 2 hari ga bisa login, disuruh masukin OTP, ditungguin ampe ubanan OTP nya ga dtg2, baik sms ato whatsapp pdhl pulsa ada, kuota lancar coba email sdh, telpon sdh tetep aja sama"
-1,Aplikasi tukang tipu n zonk..gak pernh dpt kesbek eh malah nuduh org device..senjatan andalan kalo komplen pasti blg device.. ojk tolong diawasi aplikasi ini..banyak komplen di ig
-1,CS Dana tidak ada solusi atas masalah saya selain diarahkan untuk upgrade ke akun premium. Masalahnya : 2x transaksi menggunakan Dana tapi cash back tidak diterima. Tgl 14 Sep transaksi di Aunti Annes lippo mal puri dan tgl 16 Sep transaksi di yoshinoya puri indah mal tetapi cashback tidak diterima....Full Review
-1,"Nipu!! Tdk ada cashback lagi!! Lapor cs via tlp, email, ig, alasan klasik penyalahgunaan s&k. Bukan cuma sy aja yg merasa di bohongi oleh dana!!?? Kalo ga diperbaiki sistem dan SDM nya, siap"" aja di tinggalin customer semua!!! Aplikasi dompet digital hari gini banyak bro... Gopay, ovo, link aja, sak...Full Review"
-1,Saya punya changes utk play dana surprize tapi tidak bs di klik open.. Sudah di upgrade bahkan re install.. Tetap tidak bisa..
-1,"Ini customer service nya parah banget sih, komplain sih diterima, tp ga ada tindak lanjut. Cashback ilanng, voucher ga dapet, aplikasi tipu tipu lah ini!"
-1,"TIDAK DAPAT SMS NOTIFIKASI TOP UP!! top up puluhan kali ga ada notifikasi smsnya, kalo tarik saldo ada"
-1,"Mau update ke premium ga bisa, gara2 KTP potonya kabur, di email ga di balas, di kirim pesan ga di balas, di telpon gak bisa, KAMPRET Bacot doang, ga da respon juga sampek sekarang."
1,"The best. Tolong perhatikan terkait isu rencana kerjasama kalian dengan ovo. Jgn sampai bergabung, karena ovo sama sekali tidak mempedulikan customernya. Kasihan kalau Dana jadi buruk gara2 ovo."
-1,"Aku masuk dengan pinku yang lama tapi hasilnya incorrect. Lalu aku coba try new password, waktu aku mau ubah ke pin yang baru, eh katanya password tidak bisa sama dengan password sebelumnya. Berarti password yg awal aku masukman udah benar, tapi kenapa kok incorrect. Sekarang keblock 1 jam. Padahal ...Full Review"
-1,"Unreliable, kadang berhasil kadang gagal. Makanya jangan rekrut IT Engineer di lampu merah."
-1,"makin gakjelas, infonya 100% dpt voucher pulsa min transaksi 10rb, udah transaksi 2x 10rb dan 25rb masih gk dpt voucher nya."
-1,Cashback dan voucher tai kucing. Beli kfc sama beli pulsa Udah sesuai s&k kaga dapet cashbacknya. Lerrr
-1,"Aplikasi ga jelas, saya account premium tiba"" ga bisa dapet cashback lagi, ditanya custumer care nya ga ada respond"
-1,"udah 3 bulan akun dana saya gak bisa diakses, gak tau kenapa bisa ke log out sendiri. pas log in malah katanya pin salah, padahal gak pernah ganti pin. kode otp udah di resend puluhan kali, tapi gak pernah masuk smsnya. udah hubungin dana help via email berkali² gak ada solusi sama sekali. cs cuma b...Full Review"
-1,"mau dapet voucher dana 25rb, masukan kode referal cBLhvt. tolong dana bahasanya jgn gado² inggris campur Indonesia, contohlah ovo bisa di setting mau bahasa indonesia atau bahasa inggris, jadi hanya 1 bahasa saja settingannya. terima kasih."
1,Sangat bagus dan mudah untuk melakukan pembayaran di merchant melalui tap saja. Sekarang bisa transfer ke rekening siapapun tanpa biaya dan sangat mudah.. terima kasih DANA.
-1,"Pembelian pulsa yg msh pending pembayaran tidak bisa dibatalkan, terpaksa harus tunggu expired, namun voucher kita pun ikut hilang saat transaksi expired."
-1,kalo sudah ada untuk pembelian pulsa nominal 5rb baru kasih 5bintang. Soalnya konsumen suka ada yg minta pls nominal 5rb. Makasih
-1,ini ko stiap transfer selalu system busy ..jaringan saya sudah bagus padahal...gimana sih
1,"Untuk verifikasi data diri nya bagus, ga banyak cincay kaya e-money sebelah, dibanding yg lain cuma dana ini yg gak ribet. Belom pernah pake sih transaksi sih, tapi dari cara verifikasi nya oke punya nih. Sumpah yg lain gabisa verifikasi, alasan ktp gak kebaca lah, foto kurang terang lah. Suka!"
-1,Sering error apk nya.coba deh di benerin sistemnya.thanks
-1,Sedang Gangguan Transfer ke Bank boskuh? jadi terhambat aktivitas nya bosss. R.I.P. Dana.
1,"Sangat mantap jiwa! Banyak promo dan diskon, juga admin2nya responsif banget, selalu membantu menyelesaikan permasalahan, dabest pokoknya??"
-1,send money nya terbatas... Sayang banget sbenernya
1,mudah dan simpel. Tp kesulitan ketika login salah pin 3x shg tidak bisa lagi dibuka. Bagaimana cara reset pin?
1,Download n pake Dana karena udah jadi sponsor di Asumsi Bersuara. Terima kasih udah mau ngedukung acara n konten berkualitas.
-1,"Cashback ga kekirim (3 kali), beli pulsa LAMA prosesnya, dll dsb. Tingkatin lagi deh service nya (Fix)"
-1,"Gak bisa upgrade ke akun premium, pas waktu scan ktp ada notif poor image bagaimana solusinya"
-1,Tidak ada respond untuk keluhan by email maupun chat dg cs di apps
1,"Pertahankan Performa seperti ini dengan cashback nya, diskon nya dan promonya. Dijamin bisa melampaui kompetitor nya. Sukses terus DANA..."
-1,"Ganti nomer harus pakai otp nomer lama, sedangkan posisi nomer lama di blokir, merepotkan saja."
-1,Dah sebulan nii Spin & Win juga Dana Surprize ZONK!!! ... BANGSAT!!! DIATUR YA ... lotre yg diatur = PENIPUAN
1,"mulannya saya tidak mengunakan DANA,lalu saya berniat mencoba dan akhirnya saya ketagihan,karena mudah dan enak digunakan...EASY and simple"
1,"Memudahkan segalanya, debit saya jd berguna dan spt motto nya dompet digital indonesia, mantap boskuu"
-1,Ada voucher listrik tpi gk bisa di pake ngisi kan ngaco
1,"Dah bagus, cuman ditambah lagi nominal top up nya, biar nggak ngulang 10x kalo mau top up 5jt."
-1,sampai kapan perbaikan sistemnya berlangsung? saya perlu cashout melalui akun bank secepatnya? terima kasih.
-1,saya sudah 3kali pembelian makan tidak mendapatkan cash back
1,"Nice, lenih nice lagi kalau free transfernya buka cuma untuk 10 transaksi pertama ??"
-1,Transfer ke banknya ribet dan tak ada kepastian kapan saldonya masuk.
-1,"Yg punya DANA optimis aja sambil perbaiki sistemnya pak. Mungkin pembayaran masa depan emg pk yg seperti ini kan.. Buat skrg upgrade dana nya msh susah, KENAPA GAK PAKAI UPLOAD FILE KTP aja? kalau pakai foto KTP pasti banyak kendala, mana tau ktp org ada yg belom jadi dan cm pegang lertas putih berc...Full Review"
1,oke sebagai dompet digital. trus tingkat kan promo dan voucher
-1,akun saya tiba² diindikasi melanggar 1 akun 1 device
1,Aplikasi pembayaran dan cashback tergokil saat ini. Cashbacknya muantab
-1,OTP tidak dikirim. Sehingga tidak bisa masuk app
-1,Kenapa hari ini ga bsa d pakai ya. ... Urgent
1,"like it, banyak promonya, dan bisa link ke debit/credit card"
1,Saya sangat suka dengan aplikasi ini. Sangat cocok dengan anak kost.
1,"Lumayan simple, saran perluas lagi mitra kalo bisa merambah ke warung2 kecil"
1,"tetap berkembang, semoga jadi aplikasi dompet digital utama."
1,senang dengan layanan yang cepat dan banyak bonus
1,"Mantep lah, semua jadi lebih mudah pake Dana"
-1,"Gak bisa verifikasi KTP, karena foto d KTP agak blur,"
-1,Semakin lama semakin pelit di voucher pulsa
1,mudah dan ngga ribet soal pembayan apapun
1,"Suka bgt sama e-wallet ini... Gampang, fungsinya nyaingin i-banking juga..."
-1,"Belum ada voucher steam, seperti di gojek"
1,Paling enak karena bisa naro CC
1,Aplikasi yang sangat membantu keseharian saya
1,Mudah dan banyak voucher potongannya.. lumayan lho
-1,Kurang responsif terhadap keluhan pengguna
1,"Bagus, bnyk bonusnya, system express ga lemot"
-1,Aplikasi nipu Konsumen dgn cashback & vouchers yg ga bisa dipakai......
-1,kenapa minta update malulu yah
1,Okelah Dana! Semoga diskonnya jalan terus :)
1,Proses cepat dan banyak promo
1,"mudah, cepat dan banyak promo"
1,Sangat bermanfaat dan banyak cashback nya ????
1,"Rezeki dipagi hari, dapat pulsa total 60k..thank u DANA"
1,"Mudah penggunaanya, banyak promosinya."
1,Keuangan dan Transaksi apapun jadi mudah...
1,promonya menarik edaann <3
1,"Enak bgt, banyak vouchernya"
1,"Mempermudah transaksi, dan aman."
1,Aplikasi yang simplekan hidup
1,Bagus dapat byk voucher
1,Menu nya gampang digunakan
1,Mudah praktis bnyk promo
1,Aplikasi yang sangat membantu
1,banyak promo n diskon.. mantul
1,mantap betul banyak promonya
1,Mantap banyak promo!!
1,Beli makan dapet gratis pulsa terus ??????
1,Promo nya yang mantapp terus ya...
1,Mudah dipakai.. banyak bonus nyaa.. thankyou
1,Bagus sekali.. sangat membantu
1,Sangat mudah penggunaannya.
1,PROMO yg banyak donk..
1,Sangat memudahkan.. thanks
-1,ga dapet cashbacknya
1,Naisss.. banyak bonusnya
1,Permudah semua transaksi
1,Ada zakatnya subhanallah
1,manteb :) sukses terus
1,Keren banyak promonya
1,memudahkan dan praktis
1,Jadi lebih mudah
1,Dompet digital beneran
1,Thx u dana
1,Keren...mudah di gunakan
